,artist,title,Wonder,Transcendence,Nostalgia,Tenderness,Peacefulness,Joy,Power,Tension,Sadness,Spotify ID,path
779,Belinda,Bailaría Sobre el Fuego,16.82,11.24,7.94,20.18,12.71,25.71,15.53,13.47,5.24,6OdBw3nV7nmGC5lSxf67p2,tracks/6OdBw3nV7nmGC5lSxf67p2.mp3
780,Incognito,Still A Friend Of Mine,15.85,16.62,16.77,23.0,19.38,24.23,14.31,10.54,5.08,5B23BmNt1R61I7b8iuB4jg,tracks/5B23BmNt1R61I7b8iuB4jg.mp3
781,Toto,Hold the Line,20.56,25.06,21.5,6.81,2.5,38.06,52.19,21.44,5.19,4aVuWgvD0X63hcOCnZtNFA,tracks/4aVuWgvD0X63hcOCnZtNFA.mp3
782,Sam Smith,I'm Not the Only One,23.67,19.2,34.93,50.6,29.87,25.2,21.47,8.33,20.67,7795WJLVKJoAyVoOtCWqXN,tracks/7795WJLVKJoAyVoOtCWqXN.mp3
783,Backstreet Boys,Larger Than Life,10.59,6.71,41.71,5.82,7.82,42.47,41.06,6.53,1.35,6sbXGUn9V9ZaLwLdOfpKRE,tracks/6sbXGUn9V9ZaLwLdOfpKRE.mp3
784,Katatonia,Deliberation,11.95,8.75,14.65,3.15,2.7,13.2,25.45,40.3,14.2,3z7jm3G3rdp05oTzYWkHNi,tracks/3z7jm3G3rdp05oTzYWkHNi.mp3
785,Basia,Drunk on Love,15.5,7.36,18.64,9.36,13.36,28.14,21.77,8.09,3.14,2oFMQdhYZUVd63DKRgJNVV,tracks/2oFMQdhYZUVd63DKRgJNVV.mp3
786,Summer Heart,I Wanna Go,23.92,31.38,32.15,16.23,26.31,33.0,17.69,6.85,12.69,3EA4HwrlLdDJ3b4cX7JfqC,tracks/3EA4HwrlLdDJ3b4cX7JfqC.mp3
787,Chaka Khan,Tearin' It Up,23.0,18.36,27.21,15.07,13.43,43.0,32.86,13.64,6.93,7Hag038sye6QGKPZoJpXwU,tracks/7Hag038sye6QGKPZoJpXwU.mp3
788,Mc Wm,Fuleragem,6.0,9.18,5.24,1.94,3.76,28.82,27.12,35.53,0.0,6tuzPD1zPPvwMbGiD0TBay,tracks/6tuzPD1zPPvwMbGiD0TBay.mp3
789,Astrud Gilberto,Agua De Beber,7.46,4.46,22.92,17.15,38.0,21.08,2.31,1.77,8.23,3QKJELWORZZ7rUZDWeMWSA,tracks/3QKJELWORZZ7rUZDWeMWSA.mp3
790,Roberta Sá,Fogo E Gasolina,12.83,2.58,9.38,6.17,8.58,40.04,16.0,6.04,1.12,3z29d3vubYNEBeuuo2e8vE,tracks/3z29d3vubYNEBeuuo2e8vE.mp3
791,Erykah Badu,Didn't Cha Know,11.5,10.5,24.2,25.9,37.9,21.1,3.7,1.7,8.8,7pv80uUHfocFqfTytu1MVi,tracks/7pv80uUHfocFqfTytu1MVi.mp3
792,The Fall of Every Season,From Below,2.78,9.67,1.72,0.22,1.06,7.78,30.5,47.22,3.44,6Cf2i3EYgQcglOmPcR3BDo,tracks/6Cf2i3EYgQcglOmPcR3BDo.mp3
793,Nat King Cole,Aquellos Ojos Verdes,15.23,12.31,24.92,39.85,46.46,11.0,4.92,1.15,4.15,35uu4l4jYnCLMh88URXqoX,tracks/35uu4l4jYnCLMh88URXqoX.mp3
794,The Cinematic Orchestra,Time and Space,18.29,16.86,9.29,22.0,34.57,2.93,6.93,21.71,31.86,6qqNMdHr1hcyF4amMDP5Sf,tracks/6qqNMdHr1hcyF4amMDP5Sf.mp3
795,Shape of Despair,Descending Inner Night,18.25,22.94,12.88,5.94,16.25,10.06,36.31,50.62,16.31,6MlYQ2wTknOenhhYhofmdy,tracks/6MlYQ2wTknOenhhYhofmdy.mp3
796,Lorde,Royals,17.58,20.08,46.33,22.58,25.33,45.42,41.83,14.42,10.42,2dLLR6qlu5UJ5gk0dKz0h3,tracks/2dLLR6qlu5UJ5gk0dKz0h3.mp3
797,Knife Party,Bonfire,21.56,26.06,12.72,1.33,5.28,31.17,48.0,20.39,1.17,0QIYINh2AwmOmdu8CRYvlw,tracks/0QIYINh2AwmOmdu8CRYvlw.mp3
798,Jamie Woon,Shoulda,12.1,9.05,19.2,33.65,32.05,12.35,3.55,8.9,17.35,6I39hUKfIBsPBLX42jE3Dk,tracks/6I39hUKfIBsPBLX42jE3Dk.mp3
799,Chromeo,Bad Decision,13.53,7.33,12.0,4.93,7.87,61.27,48.2,17.27,0.2,0PIQF15Jp7HwouZPLqPj8b,tracks/0PIQF15Jp7HwouZPLqPj8b.mp3
800,Chaka Khan,La Flamme,3.19,2.81,21.48,10.76,5.67,23.86,28.86,21.29,0.43,2eov5RDWfwpixHgts4okh9,tracks/2eov5RDWfwpixHgts4okh9.mp3
801,Grace Jones,Scary But Fun,6.26,7.47,13.68,6.11,9.79,14.68,21.0,20.68,20.32,6ulf6TKwgoeKjNM7GPHmII,tracks/6ulf6TKwgoeKjNM7GPHmII.mp3
802,Diana Krall,The Look Of Love,27.93,11.64,38.71,39.64,46.5,15.71,4.21,1.57,11.36,3CDHydgW0ssTh59f0jy1y3,tracks/3CDHydgW0ssTh59f0jy1y3.mp3
803,Taylor Dayne,You Meant The World To Me,17.71,3.79,26.79,20.21,18.79,44.0,23.43,3.5,2.14,4GGKiv7YVIvwvGbbdcsmB1,tracks/4GGKiv7YVIvwvGbbdcsmB1.mp3
804,Simon Curtis,D.T.M.,8.36,11.64,10.5,5.0,7.5,20.14,40.71,44.5,2.5,6SmXooAqsXFWej4L1xlpsV,tracks/6SmXooAqsXFWej4L1xlpsV.mp3
805,Savage Garden,Hold Me,13.26,2.65,28.39,21.61,12.96,20.48,19.65,5.78,5.17,5z7UgjxvvKBTf3qZMDvddZ,tracks/5z7UgjxvvKBTf3qZMDvddZ.mp3
806,Télépopmusik,Don't Look Back,22.14,22.0,20.79,18.71,25.71,10.86,6.0,14.36,9.86,6T1DyqY15fNj7F5FK4r5VR,tracks/6T1DyqY15fNj7F5FK4r5VR.mp3
807,Prince,Kiss,21.1,17.05,43.67,19.52,8.9,57.52,29.14,14.29,1.0,62LJFaYihsdVrrkgUOJC05,tracks/62LJFaYihsdVrrkgUOJC05.mp3
808,Blur,Girls & Boys,10.8,3.0,24.73,3.67,6.93,28.47,14.47,9.67,0.73,5CeL9C3bsoe4yzYS1Qz8cw,tracks/5CeL9C3bsoe4yzYS1Qz8cw.mp3
809,Michael Kiwanuka,Rest,28.33,22.54,38.25,60.96,55.96,15.92,11.33,2.5,22.17,46ueNei78zAk47R2OOLInn,tracks/46ueNei78zAk47R2OOLInn.mp3
810,Ella Fitzgerald & Louis Armstrong,Cheek to Cheek,23.62,9.94,37.69,35.38,35.38,28.62,15.12,7.62,6.44,33jt3kYWjQzqn3xyYQ5ZEh,tracks/33jt3kYWjQzqn3xyYQ5ZEh.mp3
811,Usher,DJ Got Us Fallin' In Love,23.7,32.4,75.0,16.6,11.8,59.4,53.6,12.6,1.4,4356Typ82hUiFAynbLYbPn,tracks/4356Typ82hUiFAynbLYbPn.mp3
812,Renee Olstead,A Love That Will Last,26.06,16.53,43.65,52.53,54.65,16.76,3.94,1.18,10.18,4bJbSERtCqK9D6DRUPMmMh,tracks/4bJbSERtCqK9D6DRUPMmMh.mp3
813,Elis Regina,Canto De Ossanha,8.45,5.35,20.35,15.8,19.45,19.55,11.45,10.2,6.65,7hli27iuIkMtJJMcLYou25,tracks/7hli27iuIkMtJJMcLYou25.mp3
814,Aretha Franklin,I Never Loved a Man (the Way I Love You),21.09,12.91,34.23,26.14,25.05,23.32,30.64,18.36,23.68,7s25THrKz86DM225dOYwnr,tracks/7s25THrKz86DM225dOYwnr.mp3
815,Alpine,Gasoline,17.47,14.88,19.29,17.18,27.41,23.0,18.41,4.82,6.71,1KHOOsJUHBy82PCZVV8Lmd,tracks/1KHOOsJUHBy82PCZVV8Lmd.mp3
816,Kylie Minogue,Love at First Sight,12.2,9.6,12.2,11.47,4.47,44.53,33.0,14.93,0.27,6ua8mbyHXTHpAmGyGpFAS2,tracks/6ua8mbyHXTHpAmGyGpFAS2.mp3
