,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,artist,title,Wonder,Transcendence,Nostalgia,Tenderness,Peacefulness,Joy,Power,Tension,Sadness,Sublimity,Vitality,Unease,ICC,Familiarity,Liking,Spotify ID,Youtube Clip,Youtube ID,Youtube Start-Time,Youtube End-Time,Path,genre
382,432,432,433,Beethoven,Sinfonie Nr. 7,14.83,19.38,31.31,19.52,50.62,6.86,9.72,4.93,11.93,27.13,8.29,8.43,0.86,1.45,2.72,,https://youtube.com/clip/UgkxVWL1RdWZqv5Co5Obf6nvZUrtWrunrGeJ,UgkxVWL1RdWZqv5Co5Obf6nvZUrtWrunrGeJ,15:29,16:13,tracks/UgkxVWL1RdWZqv5Co5Obf6nvZUrtWrunrGeJ.mp3,classic
383,433,433,434,Lauran Hibberd,Sugardaddy,6.92,8.38,17.31,21.15,18.69,34.77,20.85,12.0,2.69,14.49,27.81,7.35,0.65,1.46,2.46,6eXsSF9ufDWqnCJC4GVIsj,,,,,tracks/6eXsSF9ufDWqnCJC4GVIsj.mp3,pop
384,434,434,435,Lasgo,Something,15.64,28.07,18.64,5.64,4.86,59.86,51.21,17.79,0.0,14.57,55.54,8.89,0.94,1.43,2.86,3e9L9HiHKcfYLAga28Vmcf,,,,,tracks/3e9L9HiHKcfYLAga28Vmcf.mp3,electronic
385,435,435,436,Mariah Carey,Want You,14.5,15.0,20.21,20.57,23.57,19.57,27.07,14.14,7.93,18.77,23.32,11.04,0.04,1.29,2.29,0bYg9bo50gSsH3LtXe2SQn,,,,,tracks/0bYg9bo50gSsH3LtXe2SQn.mp3,funk_soul
386,436,436,437,The Knife,Heartbeats,16.62,14.0,11.71,14.43,8.81,21.62,18.9,18.38,12.95,13.11,20.26,15.67,-0.05,1.43,2.29,2YacpExEbX9tF8IbFlFOo4,,,,,tracks/2YacpExEbX9tF8IbFlFOo4.mp3,electronic
387,437,437,438,Lake of Tears,So Fell Autumn Rain,9.77,10.8,15.83,2.37,3.37,11.93,28.57,13.73,12.87,8.43,20.25,13.3,0.78,1.07,2.17,2sXOtMnG1wfnNsNUQ6oDPR,,,,,tracks/2sXOtMnG1wfnNsNUQ6oDPR.mp3,rock
388,438,438,439,Dire Straits,So Far Away,30.4,24.7,45.8,27.7,29.1,22.0,16.1,6.2,24.9,31.54,19.05,15.55,0.57,1.8,2.8,3pGBIgFdfdnjtHDJR4nbrR,,,,,tracks/3pGBIgFdfdnjtHDJR4nbrR.mp3,rock
389,439,439,440,Joss Stone,Headturner,12.38,11.38,34.54,13.08,7.15,43.46,52.46,28.46,0.38,15.71,47.96,14.42,0.88,2.46,2.69,7MX14dwZzEIg84qKdlWTHv,,,,,tracks/7MX14dwZzEIg84qKdlWTHv.mp3,funk_soul
390,440,440,441,Panic! at the Disco,Death of a Bachelor,13.19,3.94,13.94,24.06,17.69,9.81,7.44,9.69,1.44,14.56,8.62,5.56,0.66,1.31,2.19,1BECwm5qkaBwlbfo4kpYx8,,,,,tracks/1BECwm5qkaBwlbfo4kpYx8.mp3,jazz
391,441,441,442,Take That,Love Ain't Here Anymore,17.5,11.5,26.6,29.6,29.4,6.7,6.9,3.3,29.9,22.92,6.8,16.6,0.6,1.3,2.2,1LtwwvNy05VlULpCTogigr,,,,,tracks/1LtwwvNy05VlULpCTogigr.mp3,pop
392,442,442,443,Tï¿½lï¿½popmusik,Genetic World,12.3,15.4,8.8,2.7,17.2,10.4,10.4,11.7,4.1,11.28,10.4,7.9,0.1,1.2,2.0,0uKrhHBDUQ4w5fv4qwOubP,,,,,tracks/0uKrhHBDUQ4w5fv4qwOubP.mp3,electronic
393,443,443,444,"Hamilton, Joe Frank & Reynolds",Don't Pull Your Love,11.8,11.6,16.47,30.87,28.8,28.07,15.27,10.07,2.4,19.91,21.67,6.23,0.77,1.4,2.6,7tJsTykoo4Jk5JguHTx9W7,,,,,tracks/7tJsTykoo4Jk5JguHTx9W7.mp3,rock
394,444,444,445,Diablo Swing Orchestra,Balrog Boogie,7.21,9.93,7.29,0.5,0.79,25.64,32.29,24.93,0.5,5.14,28.96,12.71,0.87,1.21,2.0,65RptVLH4KdgCeEAuPS8WY,,,,,tracks/65RptVLH4KdgCeEAuPS8WY.mp3,jazz
395,445,445,446,Nat King Cole,Unforgettable,28.83,20.33,62.92,48.83,61.0,16.42,6.25,7.92,20.92,44.38,11.33,14.42,0.89,2.33,3.67,648TTtYB0bH0P8Hfy0FmkL,,,,,tracks/648TTtYB0bH0P8Hfy0FmkL.mp3,jazz
396,446,446,447,Zendaya,Only When You're Close,9.94,12.72,12.28,7.28,8.11,6.33,16.61,23.22,16.89,10.07,11.47,20.06,0.46,1.11,1.61,7BhxxlLcCCfvixzy8KExZv,,,,,tracks/7BhxxlLcCCfvixzy8KExZv.mp3,electronic
397,447,447,448,Chris Rea,And you my love,8.2,4.1,19.25,31.8,24.35,12.5,7.15,7.9,16.95,17.54,9.82,12.43,0.78,1.45,2.7,7iJmWC3h8tJOCK4OzPFZ2c,,,,,tracks/7iJmWC3h8tJOCK4OzPFZ2c.mp3,rock
398,448,448,449,Imagination,Music and Lights,28.6,17.87,40.8,33.67,22.4,52.33,30.6,4.73,0.47,28.67,41.47,2.6,0.87,1.73,3.47,3kEA66ZM9mCxwhynOxgsLh,,,,,tracks/3kEA66ZM9mCxwhynOxgsLh.mp3,funk_soul
399,449,449,450,Five Star,Let Me Be The One,4.29,1.29,20.88,14.12,7.65,36.18,15.71,6.82,1.29,9.65,25.94,4.06,0.84,1.12,2.94,7Ly6unSf5gXUdF3S3nGlSH,,,,,tracks/7Ly6unSf5gXUdF3S3nGlSH.mp3,funk_soul
400,450,450,451,Joshua Kadison,Jessie,26.71,17.86,27.5,34.79,30.64,14.29,19.14,8.14,27.43,27.5,16.71,17.79,0.41,1.43,2.64,4n8iSiSWRdaSeSpJMbdk9O,,,,,tracks/4n8iSiSWRdaSeSpJMbdk9O.mp3,pop
401,451,451,452,Chaka Khan,So Naughty,13.45,15.64,11.27,20.55,6.73,26.73,33.45,13.18,8.09,13.53,30.09,10.64,0.59,1.64,2.36,1CpsuBEVGtEMR8MqoCa3gK,,,,,tracks/1CpsuBEVGtEMR8MqoCa3gK.mp3,funk_soul
402,452,452,453,Bootsy Collins,I'd Rather Be With You,6.71,8.53,25.18,9.65,5.76,18.24,23.35,8.35,8.94,11.16,20.79,8.65,0.69,1.06,2.06,42rFOQqHmXf9IkdwVqkooK,,,,,tracks/42rFOQqHmXf9IkdwVqkooK.mp3,funk_soul
403,453,453,454,Foster the People,Pumped Up Kicks,22.05,7.95,40.73,3.95,20.05,39.0,23.09,8.95,8.23,18.95,31.05,8.59,0.87,3.41,3.32,7w87IxuO7BDcJ3YUqCyMTT,,,,,tracks/7w87IxuO7BDcJ3YUqCyMTT.mp3,pop
404,454,454,455,Chris de Burgh,The Lady in Red,31.65,22.71,41.82,52.0,33.53,15.18,8.59,5.06,35.29,36.34,11.88,20.18,0.87,2.94,3.41,1GeNWyZtCHbcp3ZWp8GTOO,,,,,tracks/1GeNWyZtCHbcp3ZWp8GTOO.mp3,rock
405,455,455,456,Britney Spears,Where Are You Now,5.12,6.69,25.75,26.06,25.69,7.56,4.62,14.19,23.94,17.86,6.09,19.06,0.74,1.56,2.12,4MOBPIIRUgHTBAp0NpgLTm,,,,,tracks/4MOBPIIRUgHTBAp0NpgLTm.mp3,pop
406,456,456,457,Armin van Buuren,Not Giving Up On Love,16.33,22.75,12.42,6.33,15.25,39.42,30.83,22.42,4.67,14.62,35.12,13.54,0.74,1.33,2.58,1frLUl7UjAs0eLL2FzJgmA,,,,,tracks/1frLUl7UjAs0eLL2FzJgmA.mp3,electronic
407,457,457,458,Onuka,Vsesvit,17.56,12.22,4.22,11.0,17.0,28.22,24.67,4.33,11.33,12.4,26.44,7.83,0.38,1.22,2.67,0ROyrrMf9crvLUImY1SoG6,,,,,tracks/0ROyrrMf9crvLUImY1SoG6.mp3,electronic
408,458,458,459,Sly & The Family Stone,(You Caught Me) Smilin',6.85,5.31,22.08,14.77,16.85,25.62,22.31,8.85,9.15,13.17,23.96,9.0,0.54,1.54,2.69,5XTiyBLVLjqhAGRcJBUC5F,,,,,tracks/5XTiyBLVLjqhAGRcJBUC5F.mp3,funk_soul
409,459,459,460,Daddy Was A Milkman,Breathe In,19.56,10.22,16.11,29.61,52.56,10.17,1.83,5.22,10.5,25.61,6.0,7.86,0.92,1.28,3.0,0JD76XBC2uL6A5ZHTKIKHF,,,,,tracks/0JD76XBC2uL6A5ZHTKIKHF.mp3,electronic
410,460,460,461,Gorillaz,Tomorrow Comes Today,26.43,25.86,27.21,12.21,24.71,24.57,17.79,6.21,22.64,23.29,21.18,14.43,0.33,1.43,2.79,3qdDjz9kOvquEFbvXBYOMQ,,,,,tracks/3qdDjz9kOvquEFbvXBYOMQ.mp3,electronic
411,461,461,462,Kool & The Gang,Steppin' Out,24.13,17.2,28.33,19.4,20.53,49.27,25.6,9.07,1.73,21.92,37.43,5.4,0.86,1.27,3.0,05NdLBmUVkXlBpel2QR07Y,,,,,tracks/05NdLBmUVkXlBpel2QR07Y.mp3,funk_soul
412,462,462,463,Adriana Calcanhotto,Devolva-me,18.0,15.5,32.29,27.79,40.71,5.29,11.14,9.07,26.93,26.86,8.21,18.0,0.78,1.07,2.5,5sz2LrG6jY6u7U0g2k7kws,,,,,tracks/5sz2LrG6jY6u7U0g2k7kws.mp3,jazz
413,463,463,464,Michael Jackson,Ain't No Sunshine,20.57,15.71,29.0,18.5,12.71,20.71,28.93,10.93,15.07,19.3,24.82,13.0,0.45,2.43,2.79,6ac4lvV0LKQlbHYXJ7vTDb,,,,,tracks/6ac4lvV0LKQlbHYXJ7vTDb.mp3,funk_soul
414,464,464,465,Lily Allen,Smile,19.5,10.11,42.56,16.44,31.89,33.78,15.17,7.5,9.33,24.1,24.47,8.42,0.84,3.0,3.28,4aR9bPMAOFySBuQSbVWF3d,,,,,tracks/4aR9bPMAOFySBuQSbVWF3d.mp3,pop
415,465,465,466,Christina Aguilera,I Got Trouble,14.0,14.15,27.15,23.08,31.85,23.08,28.08,11.46,5.62,22.05,25.58,8.54,0.57,1.38,2.92,6eRY1OgTVUeqtyEviApFaw,,,,,tracks/6eRY1OgTVUeqtyEviApFaw.mp3,jazz
416,466,466,467,Hot Chip,So Glad to See You,11.1,9.5,16.5,24.4,20.1,14.4,7.1,11.5,5.9,16.32,10.75,8.7,-0.12,1.4,2.1,0PCYXSyESysJ1Eodxjyn9p,,,,,tracks/0PCYXSyESysJ1Eodxjyn9p.mp3,electronic
417,467,467,468,Loreen,My Heart Is Refusing Me,29.6,20.3,21.5,6.2,9.7,36.4,55.6,17.2,3.8,17.46,46.0,10.5,0.82,1.2,2.8,0sg9jTiFokw2U15qGK7wPK,,,,,tracks/0sg9jTiFokw2U15qGK7wPK.mp3,pop
418,468,468,469,Leftfield,Release the Pressure,18.71,10.36,12.93,15.64,24.93,31.64,21.07,9.36,9.43,16.51,26.36,9.39,0.45,1.43,3.07,6SpP5cpf4dY8AFFtXEfqmA,,,,,tracks/6SpP5cpf4dY8AFFtXEfqmA.mp3,electronic
419,469,469,470,Modestep,Sunlight,2.69,9.88,4.0,1.38,4.44,13.75,18.62,39.44,4.31,4.47,16.19,21.88,0.88,1.0,1.69,0Ix7doBgImhoWJfDnwezP1,,,,,tracks/0Ix7doBgImhoWJfDnwezP1.mp3,electronic
420,470,470,471,The Whitest Boy Alive,Keep a Secret,12.69,11.69,14.31,5.12,20.0,8.31,4.0,22.0,11.75,12.76,6.16,16.88,0.57,1.0,1.75,7pHWIlKBTQJM9oErC4OzSP,,,,,tracks/7pHWIlKBTQJM9oErC4OzSP.mp3,pop
421,471,471,472,Patti LaBelle,Over The Rainbow,34.15,30.69,24.23,20.08,15.0,21.23,45.54,8.23,6.31,24.83,33.38,7.27,0.8,1.85,2.85,3e7isfNT5Z8TSms4zPkMPV,,,,,tracks/3e7isfNT5Z8TSms4zPkMPV.mp3,jazz
422,472,472,473,M2M,Don't Say You Love Me,11.27,8.93,23.4,30.53,19.4,34.67,6.73,6.87,6.8,18.71,20.7,6.83,0.76,1.53,2.53,65i1UPsUtPlEVzewEZR6sY,,,,,tracks/65i1UPsUtPlEVzewEZR6sY.mp3,pop
423,473,473,474,Billie Holiday,Lady Sings The Blues,14.79,13.5,30.07,27.71,30.36,7.29,4.71,3.0,19.29,23.29,6.0,11.14,0.74,1.0,2.29,6rX7Rgi2O5csTzLan7rL0c,,,,,tracks/6rX7Rgi2O5csTzLan7rL0c.mp3,jazz
424,474,474,475,Sixpence None the Richer,Kiss Me,15.86,6.93,39.64,37.5,26.36,24.86,5.5,6.86,6.14,25.26,15.18,6.5,0.8,3.64,3.5,754kgU5rWscRTfvlsuEwFp,,,,,tracks/754kgU5rWscRTfvlsuEwFp.mp3,pop
425,475,475,476,Vanessa da Mata,Eu Nï¿½o Tenho,13.56,5.39,13.83,16.72,22.17,19.89,4.94,4.67,4.0,14.33,12.42,4.33,0.71,1.11,2.39,3RfOd8VhrhsV7othWm5mNF,,,,,tracks/3RfOd8VhrhsV7othWm5mNF.mp3,jazz
426,476,476,477,Ben E. King,Stand By Me,33.75,32.62,66.12,57.38,44.88,49.0,16.75,5.88,37.0,46.95,32.88,21.44,0.8,4.5,4.0,3SdTKo2uVsxFblQjpScoHy,,,,,tracks/3SdTKo2uVsxFblQjpScoHy.mp3,funk_soul
427,477,477,478,Coldplay,Animals,10.58,8.83,29.92,14.42,18.42,0.58,8.17,26.08,28.58,16.43,4.38,27.33,0.52,1.25,2.08,59tjfzA98dum1TXhJ4XWoe,,,,,tracks/59tjfzA98dum1TXhJ4XWoe.mp3,rock
428,478,478,479,Santigold,You'll Find A Way,31.67,20.92,12.67,5.25,9.92,53.0,49.58,28.5,3.75,16.08,51.29,16.12,0.85,1.17,2.92,1ZUj6t3goYbtWrCKFnwzIf,,,,,tracks/1ZUj6t3goYbtWrCKFnwzIf.mp3,electronic
429,479,479,480,The Pointer Sisters,I'm So Excited,18.18,15.71,50.59,15.24,13.24,69.24,48.35,9.94,1.35,22.59,58.79,5.65,0.96,4.06,4.06,1ot6jEe4w4hYnsOPjd3xKQ,,,,,tracks/1ot6jEe4w4hYnsOPjd3xKQ.mp3,funk_soul
430,480,480,481,Armin van Buuren,This Is What It Feels Like,18.86,17.93,20.36,16.14,8.79,29.86,22.43,7.64,11.5,16.41,26.14,9.57,0.52,1.43,2.86,5GjnIpUlLGEIYk052ISOw9,,,,,tracks/5GjnIpUlLGEIYk052ISOw9.mp3,electronic
431,481,481,482,Cissy Houston,Think It Over,20.27,21.64,21.45,11.45,11.64,47.45,40.73,18.0,7.45,17.29,44.09,12.73,0.77,1.09,3.0,09HKieZL31JLWTb2s5tm6I,,,,,tracks/09HKieZL31JLWTb2s5tm6I.mp3,funk_soul
432,482,482,483,Chris Rea,Fool (If You Think It's Over),11.45,13.85,37.1,28.65,45.95,31.95,5.5,5.25,13.95,27.4,18.73,9.6,0.88,2.35,3.1,0UHiH4dy1hXULYl8CgNxRV,,,,,tracks/0UHiH4dy1hXULYl8CgNxRV.mp3,rock
433,483,483,484,Katy B,Katy on a Mission,10.39,7.83,3.06,2.0,2.5,10.06,23.5,15.56,1.94,5.16,16.78,8.75,0.57,1.56,2.17,47uhrF6IvyE2eUyyfLAEzf,,,,,tracks/47uhrF6IvyE2eUyyfLAEzf.mp3,electronic
434,484,484,485,Emma Bunton,Take My Breath Away,10.08,2.75,22.42,43.58,19.33,15.25,2.25,0.42,7.33,19.63,8.75,3.88,0.83,1.42,2.58,0wVPsQNQ4tsjTTf2LIdOA7,,,,,tracks/0wVPsQNQ4tsjTTf2LIdOA7.mp3,pop
435,485,485,486,Electric Wizard,Vinum Sabbathi,4.54,6.08,6.0,1.73,2.88,8.65,36.38,41.92,5.42,4.25,22.52,23.67,0.96,1.0,1.92,3d1uPNDeeceYhoNNo4pnv8,,,,,tracks/3d1uPNDeeceYhoNNo4pnv8.mp3,rock
436,486,486,487,Noisestorm,Breakdown VIP,24.62,38.77,32.54,10.31,17.38,25.92,37.69,17.85,3.0,24.72,31.81,10.42,0.62,1.46,2.92,1wrKexsB7sCKsRyfu4J4QT,,,,,tracks/1wrKexsB7sCKsRyfu4J4QT.mp3,electronic
437,487,487,488,High on Fire,Rumors of War,11.69,5.31,13.46,0.15,0.15,13.69,37.08,66.92,4.85,6.15,25.38,35.88,0.91,1.38,1.77,33XdEVFV3YFrKQ0y99t6Sf,,,,,tracks/33XdEVFV3YFrKQ0y99t6Sf.mp3,rock
438,488,488,489,Caetano Veloso,Alexandre,14.07,5.57,9.43,10.5,10.5,40.29,11.07,9.29,2.36,10.01,25.68,5.82,0.8,1.0,2.64,4fpHhkV7T4WEwdkpN5tL6R,,,,,tracks/4fpHhkV7T4WEwdkpN5tL6R.mp3,jazz
439,489,489,490,Oliver Cheatham,Get Down Saturday Night,20.0,13.79,14.21,6.68,8.05,52.74,30.32,16.68,2.53,12.55,41.53,9.61,0.93,1.26,3.0,0IZVSGXU9oBi6mbsWyLas6,,,,,tracks/0IZVSGXU9oBi6mbsWyLas6.mp3,funk_soul
440,490,490,491,Bruno Mars,Just the Way You Are,20.29,10.67,45.86,40.24,22.33,45.43,16.81,5.05,9.57,27.88,31.12,7.31,0.89,4.52,3.76,7BqBn9nzAq8spo5e7cZ0dJ,,,,,tracks/7BqBn9nzAq8spo5e7cZ0dJ.mp3,pop
441,491,491,492,Kelis,Rolling Through the Hood,5.0,6.36,17.73,15.45,22.91,17.55,20.36,3.91,8.0,13.49,18.95,5.95,0.44,1.18,2.09,7bjpWKh3teUpsNgdpcq7eb,,,,,tracks/7bjpWKh3teUpsNgdpcq7eb.mp3,funk_soul
442,492,492,493,OutKast,Hey Ya!,8.38,4.75,32.12,1.12,9.0,53.88,40.0,3.62,1.12,11.07,46.94,2.38,0.86,4.0,3.62,2PpruBYCo4H7WOBJ7Q2EwM,,,,,tracks/2PpruBYCo4H7WOBJ7Q2EwM.mp3,funk_soul
443,493,493,494,Lolly,Viva La Radio,21.58,12.42,24.0,11.33,11.33,39.33,23.17,24.83,1.42,16.13,31.25,13.12,0.68,1.67,2.17,0N08KoCLrMNg9liFPucWhU,,,,,tracks/0N08KoCLrMNg9liFPucWhU.mp3,pop
444,494,494,495,Kings of Convenience,I'd Rather Dance With You,26.64,11.36,26.91,33.91,24.09,30.91,16.36,6.45,5.09,24.58,23.64,5.77,0.68,1.64,3.09,4hGOhC87bn7JBdYykOJJvJ,,,,,tracks/4hGOhC87bn7JBdYykOJJvJ.mp3,pop
445,495,495,496,B.J. Thomas,Rock And Roll Lullaby,14.5,10.56,35.25,28.38,36.5,17.94,2.0,0.62,12.44,25.04,9.97,6.53,0.87,1.5,3.06,3aVNV6pawEERvfdurW66ZT,,,,,tracks/3aVNV6pawEERvfdurW66ZT.mp3,rock
446,496,496,497,Princess Chelsea,When The World Turns Grey,21.2,23.07,26.0,19.47,24.0,6.27,10.13,14.0,27.8,22.75,8.2,20.9,0.43,1.07,2.2,3Oe4aYH6ifYIIYsX2isIR4,,,,,tracks/3Oe4aYH6ifYIIYsX2isIR4.mp3,electronic
447,497,497,498,Aqua,Barbie Girl,10.53,19.63,58.37,5.58,10.0,60.42,21.63,0.53,0.53,20.82,41.03,0.53,0.95,4.74,3.42,2RSOzvKUnfDDrb2nQPfpQU,,,,,tracks/2RSOzvKUnfDDrb2nQPfpQU.mp3,pop
448,498,498,499,Milli Vanilli,I'm Gonna Miss You,25.5,14.5,28.75,44.5,48.31,37.56,8.12,7.69,14.31,32.31,22.84,11.0,0.84,1.56,2.88,2dThEJP9S344qzNhePcSzj,,,,,tracks/2dThEJP9S344qzNhePcSzj.mp3,pop
449,499,499,500,Bobby Womack,Woman's Gotta Have It,13.36,12.64,29.91,23.09,18.09,24.73,13.91,0.0,4.45,19.42,19.32,2.23,0.62,1.09,2.73,20HCbY9qPpi1H2pP2MRUWy,,,,,tracks/20HCbY9qPpi1H2pP2MRUWy.mp3,funk_soul
450,500,500,501,Dido,Don't Leave Home,32.75,20.33,42.42,38.0,35.83,19.67,20.42,6.75,30.33,33.87,20.04,18.54,0.64,1.33,3.58,4N7e9ltiDKb19Swu2CWqMB,,,,,tracks/4N7e9ltiDKb19Swu2CWqMB.mp3,pop
451,501,501,502,En Vogue,Beat of Love,14.0,8.44,6.44,18.44,19.33,7.0,5.22,27.0,3.22,13.33,6.11,15.11,0.35,1.22,1.89,2CHSYLRP4AQgyKV17Qc9QO,,,,,tracks/2CHSYLRP4AQgyKV17Qc9QO.mp3,funk_soul
452,502,502,503,Ed Sheeran,Happier,23.29,15.14,39.29,30.71,25.21,5.0,7.0,10.29,43.57,26.73,6.0,26.93,0.75,3.29,3.14,2RttW7RAu5nOAfq6YFvApB,,,,,tracks/2RttW7RAu5nOAfq6YFvApB.mp3,rock
453,503,503,504,Gorillaz,Feel good Inc.,62.92,26.08,17.54,24.85,29.85,48.0,23.31,7.38,0.0,32.25,35.65,3.69,0.79,3.08,4.23,0d28khcov6AiegSCpG5TuT,https://youtube.com/clip/UgkxH7E3iJmQ7z_oAHV9C-z0ntbODARuTc-0,UgkxH7E3iJmQ7z_oAHV9C-z0ntbODARuTc-0,1:21,1:54,tracks/UgkxH7E3iJmQ7z_oAHV9C-z0ntbODARuTc-0.mp3,pop
454,504,504,505,Jamiroquai,Virtual Insanity,61.77,11.0,29.62,18.38,24.85,45.0,38.08,0.0,0.92,29.12,41.54,0.46,0.84,2.46,4.15,2Bxt2qamL6iu0XN0Td484J,https://youtube.com/clip/UgkxgVQ5ux4pXyn83sb16otHzXBiTCpTh2V-,UgkxgVQ5ux4pXyn83sb16otHzXBiTCpTh2V-,0:43,1:13,tracks/UgkxgVQ5ux4pXyn83sb16otHzXBiTCpTh2V-.mp3,pop
455,505,505,506,Jose Gonzales,Heartbeats,50.83,21.08,38.92,52.58,52.08,0.0,9.17,0.0,9.33,43.1,4.58,4.67,0.89,2.58,4.33,11X4Gw3T4hoktVruLgTnm1,https://youtube.com/clip/Ugkx7lMXD9hmHssWqqYZ9DMvrmwWMWV2PRwB,Ugkx7lMXD9hmHssWqqYZ9DMvrmwWMWV2PRwB,0:59,1:26,tracks/Ugkx7lMXD9hmHssWqqYZ9DMvrmwWMWV2PRwB.mp3,pop
456,506,506,507,Aerosmith,I Don't Want To Miss A Thing,39.17,19.75,53.42,47.58,42.08,44.25,31.33,7.42,12.42,40.4,37.79,9.92,0.67,3.58,4.25,225xvV8r1yKMHErSWivnow,https://youtube.com/clip/UgkxyD8sASPRaSOcUov9UHcKBrJOi3e8ktUQ,UgkxyD8sASPRaSOcUov9UHcKBrJOi3e8ktUQ,0:46,1:23,tracks/UgkxyD8sASPRaSOcUov9UHcKBrJOi3e8ktUQ.mp3,pop
457,507,507,508,Sugababes,Push The Button,45.0,14.73,24.91,12.55,12.0,57.36,42.45,17.73,6.91,21.84,49.91,12.32,0.69,3.45,3.91,3EDS89HeAhHiZKlljciK0a,https://youtube.com/clip/Ugkxu8HzYufqmVieUjWOKqkoQqrrFpFbRnh7,Ugkxu8HzYufqmVieUjWOKqkoQqrrFpFbRnh7,0:32,1:16,tracks/Ugkxu8HzYufqmVieUjWOKqkoQqrrFpFbRnh7.mp3,pop
458,508,508,509,Boy,Little Numbers,58.17,29.17,17.58,25.5,31.42,54.0,14.0,0.0,3.5,32.37,34.0,1.75,0.84,1.92,3.75,34UMrasAWi3VHMWpMePxGu,https://youtube.com/clip/Ugkxay_pPRNk-jT2297d6fkFixYmAiEd8rmG,Ugkxay_pPRNk-jT2297d6fkFixYmAiEd8rmG,0:16,0:46,tracks/Ugkxay_pPRNk-jT2297d6fkFixYmAiEd8rmG.mp3,pop
459,509,509,510,Neil Diamind,Sweet Caroline,39.0,23.83,29.33,20.33,6.83,53.92,18.42,0.0,0.0,23.87,36.17,0.0,0.74,4.0,3.92,62AuGbAkt8Ox2IrFFb8GKV,https://youtube.com/clip/UgkxjzSMRMlrs2X84JF4whcxtQHzyLmCcxVw,UgkxjzSMRMlrs2X84JF4whcxtQHzyLmCcxVw,0:45,1:19,tracks/UgkxjzSMRMlrs2X84JF4whcxtQHzyLmCcxVw.mp3,pop
460,510,510,511,Elton John,Your Song,30.23,24.06,37.66,23.46,22.06,21.57,25.94,5.66,20.74,27.49,23.76,13.2,0.56,4.29,4.09,38zsOOcu31XbbYj9BIPUF1,https://youtube.com/clip/UgkxdWGkpjrXKcJkU6bVakI-M3-q0x9VjUwl,UgkxdWGkpjrXKcJkU6bVakI-M3-q0x9VjUwl,0:23,1:10,tracks/38zsOOcu31XbbYj9BIPUF1.mp3,pop
461,511,511,512,Lady Gaga,Pokerface,23.53,14.09,30.59,0.0,11.53,67.76,43.15,3.21,0.0,15.95,55.46,1.6,0.95,4.47,3.74,1QV6tiMFM6fSOKOGLMHYYg,https://youtube.com/clip/UgkxkOxrG1xvuhSDYypwMKFCijhV_a-eYS77,UgkxkOxrG1xvuhSDYypwMKFCijhV_a-eYS77,0:41,1:18,tracks/UgkxkOxrG1xvuhSDYypwMKFCijhV_a-eYS77.mp3,pop
462,512,512,513,Madonna,Don't Tell Me,10.15,8.18,17.21,10.3,26.76,30.42,8.33,12.91,0.0,14.52,19.38,6.45,0.8,2.3,2.85,23EhTCPRTlLVM6VQUyh8bH,,,,,tracks/23EhTCPRTlLVM6VQUyh8bH.mp3,pop
463,513,513,514,Brett Dennen,She's Mine,21.79,9.15,21.12,31.58,44.48,30.36,3.91,10.3,1.06,25.62,17.14,5.68,0.9,1.33,3.18,5MnmTKjatNTY3BJ2DURVjE,https://youtube.com/clip/UgkxGwAT62Ys-ElYvHeVhfu4CnuzlwX2YIta,UgkxGwAT62Ys-ElYvHeVhfu4CnuzlwX2YIta,0:09,0:54,tracks/UgkxGwAT62Ys-ElYvHeVhfu4CnuzlwX2YIta.mp3,pop
464,514,514,515,Little Big Town,Girl Crush,23.42,10.48,25.36,38.55,26.48,14.45,9.39,6.52,18.12,24.86,11.92,12.32,0.74,1.88,3.24,11qh54D0PKkBwelpDxxiEU,https://youtube.com/clip/UgkxDHlPsZdT6FoffIsU2V6hSSCfOa5Y19OO,UgkxDHlPsZdT6FoffIsU2V6hSSCfOa5Y19OO,2:02,2:44,tracks/UgkxDHlPsZdT6FoffIsU2V6hSSCfOa5Y19OO.mp3,pop
465,515,515,516,Robin Schulz,Sugar,16.85,7.93,11.56,9.52,22.0,48.26,38.0,9.0,0.0,13.57,43.13,4.5,0.9,3.48,3.22,5tf1VVWniHgryyumXyJM7w,https://youtube.com/clip/UgkxQj7p_YA0FCZ6NeermmWRYGyr0lFUwGyS,UgkxQj7p_YA0FCZ6NeermmWRYGyr0lFUwGyS,0:38,1:07,tracks/UgkxQj7p_YA0FCZ6NeermmWRYGyr0lFUwGyS.mp3,pop
466,516,516,517,Jeremy Kay,Have It All,24.19,14.3,19.33,38.11,30.48,30.0,16.59,2.19,8.33,25.28,23.3,5.26,0.8,1.41,3.37,2lt8MKIve6BMPAJ6xfH8bL,,,,,tracks/2lt8MKIve6BMPAJ6xfH8bL.mp3,pop
467,517,517,518,Keane,Everybodys Changing,23.11,20.61,30.93,12.43,32.11,32.14,9.5,1.75,11.5,23.84,20.82,6.62,0.77,2.79,3.54,0yac0FPhLRH9i9lOng3f81,https://youtube.com/clip/UgkxfFTfgRA8-ahZmKesCxkX_XPNf-1VVkZT,UgkxfFTfgRA8-ahZmKesCxkX_XPNf-1VVkZT,0:59,1:30,tracks/UgkxfFTfgRA8-ahZmKesCxkX_XPNf-1VVkZT.mp3,pop
